admin_dong_code,sigungu_name,admin_dong_name,major_category,major_category_label,major_category_weight,category,category_label,category_score_0_100,triggered_indicator_count,triggered_indicators,policy_review_status,category_confidence
21090680,해운대구,좌3동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,23.414633000000002,0,,monitor,medium_low
21060510,동래구,수민동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,23.121952,0,,monitor,medium_low
21090730,해운대구,우1동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,22.926828999999998,0,,monitor,medium_low
21100650,사하구,감천1동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,21.951219000000002,0,,monitor,medium_low
21060650,동래구,명륜동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,21.365854,0,,monitor,medium_low
21090710,해운대구,반여4동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,20.780488000000002,0,,monitor,medium_low
21070560,남구,대연6동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,20.585366,0,,monitor,medium_low
21130620,연제구,연산8동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,19.414633,0,,monitor,medium_low
21060620,동래구,안락2동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,19.024389999999997,0,,monitor,medium_low
21050760,부산진구,개금3동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,17.365854,0,,monitor,medium_low
21110580,금정구,부곡2동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,15.609756,0,,monitor,medium_low
21130510,연제구,거제1동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,13.853658,0,,monitor,medium_low
21060630,동래구,명장1동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,9.560976,0,,monitor,medium_low
21060640,동래구,명장2동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,8.0,0,,monitor,medium_low
21050830,부산진구,전포1동,living_services_settlement,생활서비스·정주,0.25,education_access_supply,교육시설 접근·공급,6.341464,0,,monitor,medium_low
21120530,강서구,강동동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,97.95122,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21090710,해운대구,반여4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,95.902439,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21150600,사상구,주례1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,95.609757,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21050660,부산진구,부암3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,95.512195,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21090680,해운대구,좌3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,94.48780500000001,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21050720,부산진구,가야2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,94.292683,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21080550,북구,화명1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,93.268292,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21070580,남구,용호2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,91.02439,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21080580,북구,덕천3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,90.195122,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21140520,수영구,남천2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,89.95122,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21030680,동구,범일5동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,89.560975,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21060590,동래구,사직2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,88.48780500000001,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21050760,부산진구,개금3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,88.097561,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21070620,남구,감만1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,86.829268,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21120562,강서구,신호동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,85.75609800000001,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21080530,북구,구포3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,84.43902399999999,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21050680,부산진구,당감2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,83.268293,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21040670,영도구,동삼3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,83.02439,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21120561,강서구,녹산동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,82.97561,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21010600,중구,영주2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,81.804878,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21080540,북구,금곡동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,81.707317,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21040690,영도구,봉래2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,81.170731,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21140540,수영구,망미1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,80.780488,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21080620,북구,화명2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,80.731707,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21040680,영도구,신선동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,80.195122,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21080610,북구,만덕3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,80.097561,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21100520,사하구,괴정2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,79.756098,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21050640,부산진구,부암1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,79.70731699999999,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21150610,사상구,주례2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,78.68292699999999,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21100540,사하구,괴정4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,78.536585,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21020680,서구,암남동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,78.390244,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21140600,수영구,민락동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,78.292683,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21030550,동구,초량6동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,77.365854,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21090690,해운대구,좌4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,76.878049,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21030560,동구,수정1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,76.731707,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21510130,기장군,정관읍,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,76.146342,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21090560,해운대구,송정동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,76.04878099999999,2,소지역 보정 병원 공급량|소지역 보정 의원 공급량,candidate_after_validation,medium_low
21030600,동구,수정5동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,75.219512,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21130540,연제구,거제4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,75.073171,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21100640,사하구,구평동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,74.926829,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21110610,금정구,장전1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,74.68292600000001,1,소지역 보정 병원 공급량,candidate_after_validation,medium_low
21020630,서구,초장동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,74.58536600000001,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21050840,부산진구,범천2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,74.0,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21020570,서구,서대신4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,73.804879,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21110670,금정구,청룡노포동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,73.75609700000001,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21070660,남구,문현1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,73.51219499999999,1,소지역 보정 병원 공급량,candidate_after_validation,medium_low
21140550,수영구,망미2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,73.268293,1,소지역 보정 병원 공급량,candidate_after_validation,medium_low
21030700,동구,좌천동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,72.0,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21130510,연제구,거제1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,71.365853,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21070540,남구,대연4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,71.073171,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21070610,남구,용당동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,70.731708,1,소지역 보정 의원 공급량,candidate_after_validation,medium_low
21150540,사상구,모라3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,69.902439,1,소지역 보정 의원 공급량,monitor,medium_low
21050610,부산진구,전포2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,69.756097,1,소지역 보정 병원 공급량,monitor,medium_low
21510330,기장군,철마면,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,69.463415,1,소지역 보정 병원 공급량,monitor,medium_low
21080520,북구,구포2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,68.682927,1,소지역 보정 의원 공급량,monitor,medium_low
21100580,사하구,신평1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,68.04878099999999,1,소지역 보정 의원 공급량,monitor,medium_low
21040550,영도구,영선2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,68.0,1,소지역 보정 병원 공급량,monitor,medium_low
21040640,영도구,청학2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,67.951219,1,소지역 보정 의원 공급량,monitor,medium_low
21040660,영도구,동삼2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,67.707317,1,소지역 보정 의원 공급량,monitor,medium_low
21510111,기장군,일광읍,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,67.317073,0,,monitor,medium_low
21050550,부산진구,초읍동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,67.170732,1,소지역 보정 병원 공급량,monitor,medium_low
21100630,사하구,다대2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,67.170732,1,소지역 보정 병원 공급량,monitor,medium_low
21130620,연제구,연산8동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,66.390244,1,소지역 보정 의원 공급량,monitor,medium_low
21120600,강서구,명지2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,66.243902,1,소지역 보정 의원 공급량,monitor,medium_low
21040630,영도구,청학1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,65.365854,1,소지역 보정 병원 공급량,monitor,medium_low
21090540,해운대구,중2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,63.560976000000004,1,소지역 보정 의원 공급량,monitor,medium_low
21090590,해운대구,반여3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,63.365854,1,소지역 보정 병원 공급량,monitor,medium_low
21050540,부산진구,연지동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,63.317074,1,소지역 보정 병원 공급량,monitor,medium_low
21130570,연제구,연산3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,63.317074,1,소지역 보정 병원 공급량,monitor,medium_low
21060640,동래구,명장2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,62.487805,1,소지역 보정 병원 공급량,monitor,medium_low
21070690,남구,문현4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,62.341463000000005,1,소지역 보정 병원 공급량,monitor,medium_low
21140560,수영구,광안1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,62.243902999999996,1,소지역 보정 병원 공급량,monitor,medium_low
21090650,해운대구,재송2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,61.902439,1,소지역 보정 의원 공급량,monitor,medium_low
21120510,강서구,대저1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,61.41463399999999,1,소지역 보정 병원 공급량,monitor,medium_low
21510120,기장군,장안읍,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,61.219512,0,,monitor,medium_low
21010540,중구,보수동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,61.121950999999996,1,소지역 보정 병원 공급량,monitor,medium_low
21150560,사상구,덕포2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,61.024391,1,소지역 보정 의원 공급량,monitor,medium_low
21120520,강서구,대저2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,60.829268,1,소지역 보정 병원 공급량,monitor,medium_low
21150520,사상구,모라1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,60.780488,1,소지역 보정 병원 공급량,monitor,medium_low
21050830,부산진구,전포1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,60.04878,0,,monitor,medium_low
21080590,북구,만덕1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,60.048779999999994,1,소지역 보정 의원 공급량,monitor,medium_low
21120590,강서구,명지1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,59.609756000000004,0,,monitor,medium_low
21020690,서구,남부민2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,59.024391,1,소지역 보정 병원 공급량,monitor,medium_low
21080600,북구,만덕2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,58.878049,1,소지역 보정 병원 공급량,monitor,medium_low
21100650,사하구,감천1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,58.585366,1,소지역 보정 의원 공급량,monitor,medium_low
21020510,서구,동대신1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,58.04878,1,소지역 보정 병원 공급량,monitor,medium_low
21100600,사하구,장림1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,57.902439,0,,monitor,medium_low
21020650,서구,남부민1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,57.512195,0,,monitor,medium_low
21130520,연제구,거제2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,56.68292700000001,0,,monitor,medium_low
21110510,금정구,서1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,56.536585,1,소지역 보정 의원 공급량,monitor,medium_low
21060620,동래구,안락2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,55.609756000000004,0,,monitor,medium_low
21100590,사하구,신평2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,55.02439,0,,monitor,medium_low
21090620,해운대구,반송2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,54.97561,1,소지역 보정 병원 공급량,monitor,medium_low
21060600,동래구,사직3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,52.14634100000001,0,,monitor,medium_low
21070570,남구,용호1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,51.756098,1,소지역 보정 병원 공급량,monitor,medium_low
21040650,영도구,동삼1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,51.512195000000006,0,,monitor,medium_low
21150510,사상구,삼락동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,51.219512,1,소지역 보정 의원 공급량,monitor,medium_low
21060630,동래구,명장1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,51.170732,0,,monitor,medium_low
21070680,남구,문현3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,51.073171,1,소지역 보정 병원 공급량,monitor,medium_low
21020560,서구,서대신3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,50.878049000000004,1,소지역 보정 병원 공급량,monitor,medium_low
21130560,연제구,연산2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,50.829269,1,소지역 보정 병원 공급량,monitor,medium_low
21070560,남구,대연6동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,50.390243999999996,0,,monitor,medium_low
21120580,강서구,가덕도동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,50.195122,0,,monitor,medium_low
21050570,부산진구,양정2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,49.804878,0,,monitor,medium_low
21100660,사하구,감천2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,49.365853,0,,monitor,medium_low
21060520,동래구,복산동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,49.073170000000005,1,소지역 보정 병원 공급량,monitor,medium_low
21030510,동구,초량1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,48.878049,0,,monitor,medium_low
21070710,남구,우암동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,48.731708,0,,monitor,medium_low
21150630,사상구,학장동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,48.536586,0,,monitor,medium_low
21030590,동구,수정4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,48.487805,0,,monitor,medium_low
21090750,해운대구,우3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,48.439024,1,소지역 보정 병원 공급량,monitor,medium_low
21150640,사상구,엄궁동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,48.341463,0,,monitor,medium_low
21020530,서구,동대신3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,48.146341,0,,monitor,medium_low
21050750,부산진구,개금2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,48.04878,0,,monitor,medium_low
21120550,강서구,가락동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,47.658536999999995,0,,monitor,medium_low
21070670,남구,문현2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,46.536585,0,,monitor,medium_low
21030530,동구,초량3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,46.487805,0,,monitor,medium_low
21100570,사하구,하단2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,46.439023999999996,0,,monitor,medium_low
21110600,금정구,부곡4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,46.195122,0,,monitor,medium_low
21130550,연제구,연산1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,45.804878,0,,monitor,medium_low
21020590,서구,부민동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,45.512195000000006,0,,monitor,medium_low
21090640,해운대구,재송1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,45.512195,0,,monitor,medium_low
21070530,남구,대연3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,45.02439,1,소지역 보정 병원 공급량,monitor,medium_low
21080510,북구,구포1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,44.487804999999994,1,소지역 보정 병원 공급량,monitor,medium_low
21050800,부산진구,당감1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,44.195122,1,소지역 보정 병원 공급량,monitor,medium_low
21010590,중구,영주1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,43.804878,0,,monitor,medium_low
21110720,금정구,서3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,43.804878,0,,monitor,medium_low
21130530,연제구,거제3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,43.658536999999995,1,소지역 보정 병원 공급량,monitor,medium_low
21110710,금정구,금성동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,43.219512,0,,monitor,medium_low
21090700,해운대구,반여1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,42.536585,0,,monitor,medium_low
21110640,금정구,선두구동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,42.146341,0,,monitor,medium_low
21070630,남구,감만2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,41.219512,0,,monitor,medium_low
21050810,부산진구,가야1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,41.121950999999996,0,,monitor,medium_low
21110700,금정구,구서2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,39.902439,0,,monitor,medium_low
21090580,해운대구,반여2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,39.853659,1,소지역 보정 병원 공급량,monitor,medium_low
21100620,사하구,다대1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,39.658536,0,,monitor,medium_low
21150550,사상구,덕포1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,39.219513,0,,monitor,medium_low
21510110,기장군,기장읍,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,38.97561,0,,monitor,medium_low
21110570,금정구,부곡1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,38.731707,0,,monitor,medium_low
21090720,해운대구,반송1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,38.390244,0,,monitor,medium_low
21090730,해운대구,우1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,36.878049000000004,0,,monitor,medium_low
21050560,부산진구,양정1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,35.804878,0,,monitor,medium_low
21110680,금정구,남산동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,35.658536,0,,monitor,medium_low
21150650,사상구,감전동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,35.219512,0,,monitor,medium_low
21070600,남구,용호4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,35.07317,0,,monitor,medium_low
21130630,연제구,연산9동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,35.02439,0,,monitor,medium_low
21020540,서구,서대신1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,34.634147,0,,monitor,medium_low
21110730,금정구,금사회동동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,34.390244,0,,monitor,medium_low
21140570,수영구,광안2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,33.268293,0,,monitor,medium_low
21130600,연제구,연산6동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,31.512195,0,,monitor,medium_low
21110580,금정구,부곡2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,31.317074,0,,monitor,medium_low
21100510,사하구,괴정1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,31.170732,0,,monitor,medium_low
21060560,동래구,온천2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,31.073171,0,,monitor,medium_low
21060650,동래구,명륜동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,29.902439,0,,monitor,medium_low
21050700,부산진구,당감4동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,29.756097,0,,monitor,medium_low
21030710,동구,범일1동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,27.902439,0,,monitor,medium_low
21080630,북구,화명3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,27.902439,0,,monitor,medium_low
21030570,동구,수정2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,27.804878,1,소지역 보정 병원 공급량,monitor,medium_low
21100610,사하구,장림2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,27.560976,0,,monitor,medium_low
21090670,해운대구,좌2동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,27.463414999999998,0,,monitor,medium_low
21060570,동래구,온천3동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,27.365854,0,,monitor,medium_low
21010560,중구,부평동,living_services_settlement,생활서비스·정주,0.25,healthcare_supply,의료공급 접근,27.02439,0,,monitor,medium_low
